model,window_days,threshold,precision,recall
arima,1,1.9089762964830115e-09,0.0182381280110117,0.9814814814814815
arima,1,1.9136325024593503e-09,0.018244406196213425,0.9814814814814815
arima,1,1.915149594466925e-09,0.01825068870523416,0.9814814814814815
arima,1,1.9217059055165464e-09,0.018256975542542197,0.9814814814814815
arima,1,1.922599107695433e-09,0.01826326671261199,0.9814814814814815
arima,1,1.9253430100230062e-09,0.018269562219924165,0.9814814814814815
arima,1,1.928552095797897e-09,0.018275862068965518,0.9814814814814815
arima,1,1.932028190210211e-09,0.018282166264229044,0.9814814814814815
arima,1,1.933338406034934e-09,0.01828847481021394,0.9814814814814815
arima,1,1.9336462986352387e-09,0.018294787711425613,0.9814814814814815
arima,1,1.938279800550724e-09,0.01830110497237569,0.9814814814814815
arima,1,1.94205740378095e-09,0.018307426597582038,0.9814814814814815
arima,1,1.9440851983798524e-09,0.018313752591568762,0.9814814814814815
arima,1,1.944282707055933e-09,0.018320082958866227,0.9814814814814815
arima,1,1.9474202112013117e-09,0.018326417704011066,0.9814814814814815
arima,1,1.9490014047107707e-09,0.018332756831546178,0.9814814814814815
arima,1,1.951049488635448e-09,0.01833910034602076,0.9814814814814815
arima,1,1.955358611138713e-09,0.018345448251990307,0.9814814814814815
arima,1,1.955477599291377e-09,0.018351800554016622,0.9814814814814815
arima,1,1.96485999692797e-09,0.018358157256667822,0.9814814814814815
arima,1,1.9750034108145798e-09,0.018364518364518363,0.9814814814814815
arima,1,1.977641300721089e-09,0.018370883882149046,0.9814814814814815
arima,1,1.978397501378737e-09,0.018377253814147017,0.9814814814814815
arima,1,1.978500502319846e-09,0.018383628165105793,0.9814814814814815
arima,1,1.9801621869985912e-09,0.01839000693962526,0.9814814814814815
arima,1,1.9819268032295052e-09,0.018396390142311696,0.9814814814814815
arima,1,1.9846172899518062e-09,0.01840277777777778,0.9814814814814815
arima,1,1.988358200311069e-09,0.018409169850642584,0.9814814814814815
arima,1,1.992241510651027e-09,0.01841556636553162,0.9814814814814815
arima,1,1.9922872102062783e-09,0.018421967327076814,0.9814814814814815
arima,1,1.996552895233705e-09,0.01842837273991655,0.9814814814814815
arima,1,1.9981813009772864e-09,0.018434782608695653,0.9814814814814815
arima,1,1.999105395111833e-09,0.018441196938065414,0.9814814814814815
arima,1,1.999366408544922e-09,0.018447615732683605,0.9814814814814815
arima,1,2.009468397234926e-09,0.018454038997214484,0.9814814814814815
arima,1,2.011513108857166e-09,0.018460466736328805,0.9814814814814815
arima,1,2.0143404028116763e-09,0.018466898954703832,0.9814814814814815
arima,1,2.015528202670147e-09,0.018473335657023353,0.9814814814814815
arima,1,2.0161654984418576e-09,0.018479776847977684,0.9814814814814815
arima,1,2.0198244049529634e-09,0.01848622253226369,0.9814814814814815
arima,1,2.0203721057265867e-09,0.01849267271458479,0.9814814814814815
arima,1,2.025818901518761e-09,0.01849912739965096,0.9814814814814815
arima,1,2.02601610488351e-09,0.018505586592178772,0.9814814814814815
arima,1,2.039581392665468e-09,0.01851205029689137,0.9814814814814815
arima,1,2.039894794747532e-09,0.018518518518518517,0.9814814814814815
arima,1,2.042864891138585e-09,0.018524991261796575,0.9814814814814815
arima,1,2.043718097533009e-09,0.01853146853146853,0.9814814814814815
arima,1,2.0442740972237412e-09,0.018537950332284014,0.9814814814814815
arima,1,2.04962799510433e-09,0.0185444366689993,0.9814814814814815
arima,1,2.0523285987339435e-09,0.01855092754637732,0.9814814814814815
arima,1,2.0528898997396183e-09,0.018557422969187675,0.9814814814814815
arima,1,2.054875200552253e-09,0.018563922942206657,0.9814814814814815
arima,1,2.057691197987488e-09,0.01857042747021724,0.9814814814814815
arima,1,2.0585382010107622e-09,0.018576936558009113,0.9814814814814815
arima,1,2.0607086037571776e-09,0.01858345021037868,0.9814814814814815
arima,1,2.0656149984921157e-09,0.018589968432129077,0.9814814814814815
arima,1,2.0673718015284948e-09,0.018596491228070177,0.9814814814814815
arima,1,2.0691746094314567e-09,0.018603018603018603,0.9814814814814815
arima,1,2.071998794761498e-09,0.018609550561797753,0.9814814814814815
arima,1,2.079503402807603e-09,0.018616087109237796,0.9814814814814815
