model,window_days,threshold,precision,recall
arima,1,2.537291699661326e-09,0.01892147587511826,0.9090909090909091
arima,1,2.54590780054964e-09,0.01893939393939394,0.9090909090909091
arima,1,2.5574980007034287e-09,0.018957345971563982,0.9090909090909091
arima,1,2.5695925994634328e-09,0.018975332068311195,0.9090909090909091
arima,1,2.605785399956151e-09,0.01899335232668566,0.9090909090909091
arima,1,2.7506395997717314e-09,0.019011406844106463,0.9090909090909091
arima,1,2.7638051005793307e-09,0.019029495718363463,0.9090909090909091
arima,1,2.8187444002167324e-09,0.01904761904761905,0.9090909090909091
arima,1,2.8392884007452653e-09,0.019065776930409915,0.9090909090909091
arima,1,2.90377149929355e-09,0.019083969465648856,0.9090909090909091
arima,1,2.936949600185201e-09,0.019102196752626553,0.9090909090909091
arima,1,2.9403489998705563e-09,0.019120458891013385,0.9090909090909091
arima,1,2.988104100092037e-09,0.019138755980861243,0.9090909090909091
arima,1,2.9999159996407787e-09,0.019157088122605363,0.9090909090909091
arima,1,3.073048799803746e-09,0.019175455417066157,0.9090909090909091
arima,1,3.1038165995700413e-09,0.019193857965451054,0.9090909090909091
arima,1,3.125869999474895e-09,0.01921229586935639,0.9090909090909091
arima,1,3.12761360039826e-09,0.019230769230769232,0.9090909090909091
arima,1,3.133290099599506e-09,0.019249278152069296,0.9090909090909091
arima,1,3.137527499960657e-09,0.019267822736030827,0.9090909090909091
arima,1,3.141835899951595e-09,0.019286403085824494,0.9090909090909091
arima,1,3.1538448996490387e-09,0.019305019305019305,0.9090909090909091
arima,1,3.1651892998946222e-09,0.01932367149758454,0.9090909090909091
arima,1,3.17311850059343e-09,0.019342359767891684,0.9090909090909091
arima,1,3.20528809917564e-09,0.01936108422071636,0.9090909090909091
arima,1,3.2715163000504584e-09,0.01937984496124031,0.9090909090909091
arima,1,3.283370999564161e-09,0.019398642095053348,0.9090909090909091
arima,1,3.28642319954997e-09,0.019417475728155338,0.9090909090909091
arima,1,3.300454700337629e-09,0.019436345966958212,0.9090909090909091
arima,1,3.3190490000487012e-09,0.019455252918287938,0.9090909090909091
